
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
CA:3D:25:4A:47:B4, 2020-04-18 22:15:36, 2020-04-18 22:24:36, -40,       25, (not associated) ,
3C:6A:A7:07:14:44, 2020-04-18 19:02:45, 2020-04-18 22:22:19, -80,      156, EC:F4:51:94:B6:61,SINGTEL-B661
DA:A1:19:E6:E6:E6, 2020-04-18 22:20:48, 2020-04-18 22:20:48, -80,        3, (not associated) ,
E6:5D:0E:E2:A4:46, 2020-04-18 22:20:43, 2020-04-18 22:20:43, -83,        1, (not associated) ,
22:3F:4E:5B:E9:B5, 2020-04-18 22:10:25, 2020-04-18 22:13:21, -36,       71, (not associated) ,
DA:A1:19:67:67:67, 2020-04-18 22:10:57, 2020-04-18 22:10:57, -81,        2, (not associated) ,
48:C7:96:23:CC:11, 2020-04-18 22:10:35, 2020-04-18 22:10:35, -86,        1, (not associated) ,
9A:81:D8:CA:02:2E, 2020-04-18 22:08:54, 2020-04-18 22:08:54, -18,        1, (not associated) ,
B2:7A:3F:0B:81:A5, 2020-04-18 22:08:42, 2020-04-18 22:08:42, -18,       11, (not associated) ,
06:12:9D:F1:25:29, 2020-04-18 22:08:32, 2020-04-18 22:08:32, -47,       10, (not associated) ,
3E:A0:12:3B:9E:2B, 2020-04-18 22:08:35, 2020-04-18 22:08:35, -50,       11, (not associated) ,
CE:36:6D:69:15:70, 2020-04-18 22:06:06, 2020-04-18 22:08:21, -14,        2, (not associated) ,
DA:6A:47:0A:AB:AE, 2020-04-18 22:03:55, 2020-04-18 22:03:55, -16,        9, (not associated) ,
9E:A5:66:3E:D0:36, 2020-04-18 22:00:22, 2020-04-18 22:00:23, -22,       11, (not associated) ,
16:27:84:0E:EC:E0, 2020-04-18 21:41:56, 2020-04-18 21:41:59, -39,       12, (not associated) ,
96:21:9B:E0:59:F5, 2020-04-18 21:39:40, 2020-04-18 21:41:55, -42,        6, (not associated) ,
DA:A1:19:B1:02:A0, 2020-04-18 21:41:31, 2020-04-18 21:41:31, -87,        3, (not associated) ,
DA:A1:19:91:91:91, 2020-04-18 19:18:17, 2020-04-18 21:41:21, -80,        5, (not associated) ,
3A:F8:04:CA:A2:C9, 2020-04-18 21:36:12, 2020-04-18 21:38:55, -37,       58, (not associated) ,
DA:A1:19:C6:D0:E2, 2020-04-18 21:37:44, 2020-04-18 21:37:44, -86,        1, (not associated) ,
62:2F:81:DC:F3:6E, 2020-04-18 21:26:10, 2020-04-18 21:35:10, -40,       39, (not associated) ,
0A:CD:90:D5:D3:94, 2020-04-18 21:35:08, 2020-04-18 21:35:08, -87,        1, (not associated) ,
B2:C7:CB:8D:2B:C4, 2020-04-18 21:32:17, 2020-04-18 21:32:18, -21,       10, (not associated) ,
F8:2D:7C:E2:EE:FA, 2020-04-18 21:28:18, 2020-04-18 21:28:18,  -1,        1, 48:8D:36:5E:97:FC,
DA:A1:19:81:26:F0, 2020-04-18 21:26:11, 2020-04-18 21:26:11, -89,        1, (not associated) ,
DA:A1:19:3E:E8:A5, 2020-04-18 21:25:09, 2020-04-18 21:25:09, -89,        1, (not associated) ,
DA:A1:19:9B:9B:9B, 2020-04-18 21:21:31, 2020-04-18 21:21:31, -77,        1, (not associated) ,
C2:BC:F9:7C:2F:43, 2020-04-18 21:21:07, 2020-04-18 21:21:22, -25,       25, (not associated) ,
DA:A1:19:79:B7:B1, 2020-04-18 21:21:23, 2020-04-18 21:21:23, -83,        1, (not associated) ,
06:92:0F:6A:2B:42, 2020-04-18 21:19:47, 2020-04-18 21:19:47, -82,        1, (not associated) ,
C2:F2:8E:A0:B6:F1, 2020-04-18 21:19:35, 2020-04-18 21:19:35, -86,        4, (not associated) ,_PLQ Mall Guest WiFi_,DIN TAI FUNG
AE:0C:F0:61:B1:45, 2020-04-18 21:16:51, 2020-04-18 21:19:07, -38,        9, (not associated) ,
FE:2A:D5:F2:14:0F, 2020-04-18 21:16:18, 2020-04-18 21:16:18, -32,        7, (not associated) ,
86:88:6E:C1:88:38, 2020-04-18 19:54:26, 2020-04-18 20:03:26, -37,        2, (not associated) ,
DA:A1:19:92:92:92, 2020-04-18 20:02:41, 2020-04-18 20:02:41, -78,        1, (not associated) ,
DA:A1:19:D5:8A:FD, 2020-04-18 19:56:51, 2020-04-18 19:56:51, -81,        1, (not associated) ,
DA:A1:19:B0:1C:5D, 2020-04-18 19:51:50, 2020-04-18 19:51:50, -89,        1, (not associated) ,
EA:5A:F5:6F:07:EF, 2020-04-18 19:50:29, 2020-04-18 19:50:29, -47,        8, (not associated) ,
4E:B0:19:0A:02:28, 2020-04-18 19:50:04, 2020-04-18 19:50:04, -41,        6, (not associated) ,
F2:5E:E3:37:02:99, 2020-04-18 19:50:01, 2020-04-18 19:50:01, -43,        7, (not associated) ,
46:92:15:A5:79:4B, 2020-04-18 19:36:26, 2020-04-18 19:45:26, -35,        3, (not associated) ,
30:24:32:FA:4A:F1, 2020-04-18 18:24:57, 2020-04-18 19:45:13, -89,        2, (not associated) ,stnwork_5G
6C:40:08:BF:A0:74, 2020-04-18 19:42:42, 2020-04-18 19:42:42, -89,        1, (not associated) ,
DA:A1:19:18:F7:09, 2020-04-18 19:39:42, 2020-04-18 19:39:42, -88,        1, (not associated) ,
0A:60:C7:E6:69:E3, 2020-04-18 19:31:55, 2020-04-18 19:36:25, -45,       16, (not associated) ,
02:B3:34:79:9A:49, 2020-04-18 19:32:54, 2020-04-18 19:32:54, -93,        1, (not associated) ,
36:9B:A3:A4:89:E3, 2020-04-18 19:30:24, 2020-04-18 19:30:25, -40,        9, (not associated) ,
F6:45:22:47:ED:57, 2020-04-18 19:25:29, 2020-04-18 19:29:40, -25,       14, (not associated) ,
90:E1:7B:87:43:95, 2020-04-18 19:28:02, 2020-04-18 19:28:02, -79,        6, (not associated) ,SINGTEL-97FC
96:F9:7D:43:63:93, 2020-04-18 19:16:29, 2020-04-18 19:23:14, -35,       16, (not associated) ,
CE:D1:23:60:36:7B, 2020-04-18 19:21:52, 2020-04-18 19:21:53, -49,        8, (not associated) ,
26:A2:3B:0E:23:B9, 2020-04-18 19:19:06, 2020-04-18 19:19:06, -90,        1, (not associated) ,
0E:A4:F7:4C:81:EB, 2020-04-18 19:00:26, 2020-04-18 19:18:26, -36,        3, (not associated) ,
C6:F7:15:07:6C:CD, 2020-04-18 19:11:59, 2020-04-18 19:14:14, -44,        7, (not associated) ,
46:B6:17:20:5B:69, 2020-04-18 19:11:17, 2020-04-18 19:11:17, -86,        2, (not associated) ,
1E:6E:2D:17:4C:F5, 2020-04-18 18:58:29, 2020-04-18 19:07:29, -35,       23, (not associated) ,
86:A2:9E:EC:89:05, 2020-04-18 19:06:51, 2020-04-18 19:06:51, -88,        2, (not associated) ,
DA:A1:19:55:1D:5C, 2020-04-18 19:03:52, 2020-04-18 19:03:52, -88,        1, (not associated) ,
DA:A1:19:E3:39:DD, 2020-04-18 13:58:16, 2020-04-18 19:01:54, -78,       53, (not associated) ,SINGTEL-B661
34:D2:70:92:56:E4, 2020-04-18 17:45:04, 2020-04-18 19:01:41, -91,        2, (not associated) ,RZ-KINGCOBRA
86:A0:19:4C:29:53, 2020-04-18 19:00:01, 2020-04-18 19:00:01, -81,        8, (not associated) ,
26:4D:C9:24:49:58, 2020-04-18 18:57:46, 2020-04-18 18:59:16, -78,        6, (not associated) ,
EE:A7:CC:E6:93:A0, 2020-04-18 18:47:14, 2020-04-18 18:56:14, -34,       18, (not associated) ,
0C:A8:A7:BC:9D:C2, 2020-04-18 18:54:04, 2020-04-18 18:54:04, -84,        1, (not associated) ,P.wong pilot
DA:A1:19:17:8F:9C, 2020-04-18 18:52:25, 2020-04-18 18:52:25, -86,        1, (not associated) ,
2A:66:80:AC:82:4D, 2020-04-18 18:51:26, 2020-04-18 18:51:26, -39,        1, (not associated) ,
DA:A1:19:EB:3E:23, 2020-04-18 18:49:25, 2020-04-18 18:49:25, -82,        2, (not associated) ,
EE:54:B8:99:31:AA, 2020-04-18 18:47:18, 2020-04-18 18:47:18, -40,        9, (not associated) ,
E6:31:51:A5:55:20, 2020-04-18 18:47:15, 2020-04-18 18:47:15, -49,        8, (not associated) ,
46:21:DA:7B:81:47, 2020-04-18 18:46:53, 2020-04-18 18:46:54, -63,       10, (not associated) ,
FA:FA:CC:96:45:AA, 2020-04-18 18:33:30, 2020-04-18 18:42:30, -43,        3, (not associated) ,
32:6D:70:96:59:AF, 2020-04-18 18:18:58, 2020-04-18 18:32:28, -27,       34, (not associated) ,
FE:7D:8D:49:02:60, 2020-04-18 18:31:27, 2020-04-18 18:31:27, -52,        5, (not associated) ,
52:DE:3F:EB:E8:D1, 2020-04-18 18:31:17, 2020-04-18 18:31:17, -44,        9, (not associated) ,
BA:D0:A4:72:4C:95, 2020-04-18 18:31:14, 2020-04-18 18:31:15, -54,       10, (not associated) ,
DA:A1:19:BF:78:6F, 2020-04-18 14:33:12, 2020-04-18 18:30:25, -87,        9, (not associated) ,
DA:A1:19:C7:AD:3D, 2020-04-18 18:30:25, 2020-04-18 18:30:25, -92,        1, (not associated) ,
D4:6A:6A:25:CA:4B, 2020-04-18 18:21:15, 2020-04-18 18:28:15,  -1,        2, E0:3F:49:2A:D0:80,
2A:EB:08:2D:95:CF, 2020-04-18 18:27:06, 2020-04-18 18:27:06, -79,        2, (not associated) ,
1A:A6:20:E3:3D:66, 2020-04-18 18:27:04, 2020-04-18 18:27:04, -86,        2, (not associated) ,
3E:BC:EA:B7:F2:C8, 2020-04-18 18:26:14, 2020-04-18 18:26:14, -85,        1, (not associated) ,
FF:FF:9A:14:94:65, 2020-04-18 18:25:37, 2020-04-18 18:25:37, -29,        1, 00:00:FF:FF:FF:FF,
D2:7F:D7:69:5D:E2, 2020-04-18 18:25:40, 2020-04-18 18:25:40, -33,        7, (not associated) ,
9A:14:94:65:6D:68, 2020-04-18 18:25:37, 2020-04-18 18:25:37, -37,       10, (not associated) ,
CA:79:D1:67:FA:07, 2020-04-18 18:25:37, 2020-04-18 18:25:37, -89,        1, (not associated) ,
46:90:E6:A2:C2:CF, 2020-04-18 18:25:16, 2020-04-18 18:25:16, -85,        1, (not associated) ,
4A:CA:9A:3F:07:C7, 2020-04-18 18:23:49, 2020-04-18 18:23:49, -87,        2, (not associated) ,
DA:A1:19:FE:7C:54, 2020-04-18 18:22:40, 2020-04-18 18:22:40, -84,        1, (not associated) ,
DA:A1:19:D4:57:61, 2020-04-18 18:21:39, 2020-04-18 18:21:39, -84,        2, (not associated) ,
DA:A1:19:A7:42:1E, 2020-04-18 18:20:37, 2020-04-18 18:20:37, -81,        3, (not associated) ,
9E:1D:5C:35:E9:03, 2020-04-18 18:01:28, 2020-04-18 18:19:28, -30,        5, (not associated) ,
86:2C:89:B9:1F:C7, 2020-04-18 18:18:29, 2020-04-18 18:18:29, -90,        1, (not associated) ,
52:5A:F6:3C:AF:38, 2020-04-18 18:17:48, 2020-04-18 18:17:52, -74,       17, (not associated) ,
DA:A1:19:AD:6B:62, 2020-04-18 18:17:54, 2020-04-18 18:17:54, -87,        1, (not associated) ,
A4:7C:30:23:03:77, 2020-04-18 18:17:30, 2020-04-18 18:17:30, -89,        1, F0:F1:30:23:03:77,
DA:A1:19:7B:AF:98, 2020-04-18 18:16:26, 2020-04-18 18:16:26, -87,        1, (not associated) ,
DA:54:33:B9:A8:9B, 2020-04-18 18:09:58, 2020-04-18 18:14:28, -30,        9, (not associated) ,
DA:A1:19:9B:C3:AF, 2020-04-18 18:10:38, 2020-04-18 18:10:38, -89,        1, (not associated) ,
66:D7:AD:42:AA:71, 2020-04-18 18:10:38, 2020-04-18 18:10:38, -93,        2, (not associated) ,
CA:10:EA:A0:C9:01, 2020-04-18 17:59:54, 2020-04-18 17:59:54, -34,        9, (not associated) ,
1E:4C:2D:05:B9:23, 2020-04-18 17:59:36, 2020-04-18 17:59:37, -60,       10, (not associated) ,
82:52:EA:CE:7F:F8, 2020-04-18 17:59:17, 2020-04-18 17:59:17, -50,        9, (not associated) ,
62:37:5C:D0:BC:CA, 2020-04-18 17:59:14, 2020-04-18 17:59:14, -58,        8, (not associated) ,
26:19:7B:64:B3:AC, 2020-04-18 17:57:48, 2020-04-18 17:57:49, -49,        8, (not associated) ,
8A:78:0F:EC:6A:05, 2020-04-18 17:57:14, 2020-04-18 17:57:14, -40,        9, (not associated) ,
66:E9:59:FB:87:A2, 2020-04-18 17:57:06, 2020-04-18 17:57:06, -24,        8, (not associated) ,
BE:E3:D2:1C:2A:2B, 2020-04-18 17:56:49, 2020-04-18 17:56:49, -54,       13, (not associated) ,
EA:FA:19:F9:17:5D, 2020-04-18 17:56:37, 2020-04-18 17:56:37, -32,        9, (not associated) ,
76:13:08:75:42:BA, 2020-04-18 17:56:29, 2020-04-18 17:56:29, -47,       11, (not associated) ,
F6:C4:A8:B2:A9:73, 2020-04-18 17:56:26, 2020-04-18 17:56:26, -49,        9, (not associated) ,
3E:44:37:93:13:F7, 2020-04-18 17:56:17, 2020-04-18 17:56:17, -51,       11, (not associated) ,
DA:A1:19:7F:B5:82, 2020-04-18 17:56:18, 2020-04-18 17:56:18, -79,        1, (not associated) ,
98:6F:60:52:6C:B5, 2020-04-18 17:56:18, 2020-04-18 17:56:18, -83,        3, (not associated) ,
12:17:66:63:98:14, 2020-04-18 17:55:40, 2020-04-18 17:55:40, -46,        1, (not associated) ,
02:89:83:9F:C7:BE, 2020-04-18 17:54:29, 2020-04-18 17:54:30, -43,        9, (not associated) ,
0A:8A:29:A0:BD:BD, 2020-04-18 17:54:26, 2020-04-18 17:54:27, -46,       10, (not associated) ,
BE:18:BF:87:A2:BA, 2020-04-18 17:45:16, 2020-04-18 17:50:26, -27,       18, (not associated) ,
DA:A1:19:CB:31:D5, 2020-04-18 17:49:18, 2020-04-18 17:49:18, -80,        2, (not associated) ,
DA:A1:19:8F:58:DE, 2020-04-18 17:46:29, 2020-04-18 17:46:29, -86,        1, (not associated) ,
26:F1:E3:74:2C:59, 2020-04-18 17:43:30, 2020-04-18 17:43:30, -88,        1, (not associated) ,
DE:B8:41:25:C3:13, 2020-04-18 17:42:30, 2020-04-18 17:42:30, -84,        2, (not associated) ,
88:75:98:A4:92:56, 2020-04-18 17:42:25, 2020-04-18 17:42:25, -86,        1, (not associated) ,SINGTEL-3LM0
DA:A1:19:9C:8A:66, 2020-04-18 17:42:01, 2020-04-18 17:42:01, -82,        2, (not associated) ,
9E:38:7C:A2:E3:2C, 2020-04-18 17:28:40, 2020-04-18 17:37:40, -41,        2, (not associated) ,
DA:A1:19:17:D1:5A, 2020-04-18 17:36:30, 2020-04-18 17:36:30, -86,        1, (not associated) ,
DA:A1:19:20:89:01, 2020-04-18 17:34:28, 2020-04-18 17:34:28, -84,        1, (not associated) ,
DA:A1:19:D0:19:01, 2020-04-18 17:32:02, 2020-04-18 17:32:02, -81,        1, (not associated) ,
98:9C:57:C6:0F:FB, 2020-04-18 17:29:07, 2020-04-18 17:29:14, -87,        4, (not associated) ,
0E:D6:EF:B4:33:1F, 2020-04-18 17:22:46, 2020-04-18 17:27:16, -34,        8, (not associated) ,
5A:2A:6A:E1:E6:B1, 2020-04-18 17:26:13, 2020-04-18 17:26:13, -47,        9, (not associated) ,
FA:66:B2:D7:3A:3C, 2020-04-18 17:26:16, 2020-04-18 17:26:16, -54,        8, (not associated) ,
C2:C4:F4:FA:5E:C7, 2020-04-18 17:26:02, 2020-04-18 17:26:02, -47,        9, (not associated) ,
DA:A1:19:70:53:9C, 2020-04-18 17:24:30, 2020-04-18 17:24:30, -85,        1, (not associated) ,
DA:A1:19:3D:97:A1, 2020-04-18 17:22:06, 2020-04-18 17:22:06, -81,        2, (not associated) ,
DA:A1:19:45:D7:C7, 2020-04-18 17:21:54, 2020-04-18 17:21:54, -82,        2, (not associated) ,
DA:A1:19:99:D9:D5, 2020-04-18 17:21:13, 2020-04-18 17:21:13, -81,        2, (not associated) ,
DA:A1:19:68:3E:0C, 2020-04-18 17:21:05, 2020-04-18 17:21:05, -81,        3, (not associated) ,
2E:8C:DA:9D:33:81, 2020-04-18 17:20:37, 2020-04-18 17:20:41, -36,       20, (not associated) ,
DA:A1:19:A1:C8:FE, 2020-04-18 17:20:03, 2020-04-18 17:20:03, -81,        1, (not associated) ,
DA:A1:19:6D:1D:61, 2020-04-18 17:19:01, 2020-04-18 17:19:02, -80,        2, (not associated) ,
22:A1:EC:0C:6B:A2, 2020-04-18 17:16:01, 2020-04-18 17:18:16, -31,        7, (not associated) ,
4E:DF:EC:38:83:F2, 2020-04-18 17:18:06, 2020-04-18 17:18:06, -85,        3, (not associated) ,g7654321
CA:E5:A3:AC:AC:9C, 2020-04-18 17:17:07, 2020-04-18 17:17:52, -81,        4, (not associated) ,
DA:A1:19:13:13:13, 2020-04-18 17:16:30, 2020-04-18 17:16:30, -81,        1, (not associated) ,
36:74:5F:2D:6C:0E, 2020-04-18 17:10:47, 2020-04-18 17:10:54, -31,       17, (not associated) ,
DA:A1:19:C5:CB:D3, 2020-04-18 17:10:06, 2020-04-18 17:10:06, -89,        2, (not associated) ,
DA:A1:19:76:0A:E9, 2020-04-18 17:08:02, 2020-04-18 17:08:02, -82,        2, (not associated) ,
DA:A1:19:54:79:FF, 2020-04-18 17:05:38, 2020-04-18 17:05:38, -81,        1, (not associated) ,
6A:4B:A2:32:AB:84, 2020-04-18 17:05:16, 2020-04-18 17:05:16, -77,        2, (not associated) ,
E6:23:4D:B4:8A:0D, 2020-04-18 17:04:38, 2020-04-18 17:04:38, -80,        1, (not associated) ,
DA:A1:19:9B:F7:FA, 2020-04-18 17:04:16, 2020-04-18 17:04:16, -81,        2, (not associated) ,
62:CF:1A:8F:DB:71, 2020-04-18 17:03:01, 2020-04-18 17:03:13, -37,       27, (not associated) ,
DA:A1:19:47:FA:49, 2020-04-18 17:03:14, 2020-04-18 17:03:14, -80,        1, (not associated) ,
B8:53:AC:8F:0A:BE, 2020-04-18 17:02:05, 2020-04-18 17:02:05, -91,        1, (not associated) ,Sooners5
12:6D:CB:88:F1:7E, 2020-04-18 17:01:40, 2020-04-18 17:01:40, -44,        1, (not associated) ,
06:17:E7:59:DB:25, 2020-04-18 17:00:28, 2020-04-18 17:00:29, -44,        9, (not associated) ,
48:C7:96:0E:E6:31, 2020-04-18 16:53:27, 2020-04-18 16:56:48, -83,        7, (not associated) ,
DA:A1:19:28:3E:A2, 2020-04-18 16:55:40, 2020-04-18 16:55:40, -84,        2, (not associated) ,
DA:A1:19:FB:BF:59, 2020-04-18 16:54:40, 2020-04-18 16:54:40, -79,        2, (not associated) ,
DA:A1:19:C6:51:F6, 2020-04-18 16:53:16, 2020-04-18 16:53:16, -91,        1, (not associated) ,
26:7C:DE:E7:5D:C9, 2020-04-18 16:52:40, 2020-04-18 16:52:40, -46,        1, (not associated) ,
DA:A1:19:09:3F:FA, 2020-04-18 16:52:15, 2020-04-18 16:52:15, -83,        1, (not associated) ,
DA:A1:19:7A:64:3D, 2020-04-18 16:51:13, 2020-04-18 16:51:13, -89,        1, (not associated) ,
DA:A1:19:A7:4A:5A, 2020-04-18 16:49:49, 2020-04-18 16:49:49, -78,        2, (not associated) ,
5A:74:30:E3:38:1D, 2020-04-18 16:47:24, 2020-04-18 16:47:25, -45,       10, (not associated) ,
1E:CF:E3:6D:49:2C, 2020-04-18 16:46:56, 2020-04-18 16:47:03, -33,       19, (not associated) ,
DA:A1:19:AE:26:62, 2020-04-18 16:41:16, 2020-04-18 16:41:16, -87,        1, (not associated) ,
DA:A1:19:20:12:54, 2020-04-18 16:40:14, 2020-04-18 16:40:14, -88,        1, (not associated) ,
76:D3:AC:51:2E:1F, 2020-04-18 16:38:03, 2020-04-18 16:38:04, -34,        5, (not associated) ,
DA:A1:19:CD:CD:CD, 2020-04-18 16:37:13, 2020-04-18 16:37:13, -78,        2, (not associated) ,
DA:A1:19:90:74:BF, 2020-04-18 16:37:01, 2020-04-18 16:37:01, -91,        1, (not associated) ,
04:79:70:D9:48:F9, 2020-04-18 16:29:40, 2020-04-18 16:36:39,  -1,        3, 00:26:75:FE:E7:30,
62:9D:44:6E:79:D3, 2020-04-18 16:34:40, 2020-04-18 16:34:40, -49,        1, (not associated) ,
56:94:07:74:98:33, 2020-04-18 16:32:13, 2020-04-18 16:32:13, -48,       10, (not associated) ,
E6:08:39:06:28:0C, 2020-04-18 16:32:02, 2020-04-18 16:32:02, -65,       10, (not associated) ,
32:FA:EF:0A:DF:7A, 2020-04-18 16:31:36, 2020-04-18 16:31:36, -89,        1, (not associated) ,
DA:A1:19:5B:DD:7C, 2020-04-18 16:31:17, 2020-04-18 16:31:17, -87,        1, (not associated) ,
DA:A1:19:57:D8:07, 2020-04-18 16:30:14, 2020-04-18 16:30:14, -89,        1, (not associated) ,
DA:A1:19:C4:61:6D, 2020-04-18 16:29:13, 2020-04-18 16:29:13, -90,        1, (not associated) ,
4E:9C:C0:11:F4:81, 2020-04-18 16:20:04, 2020-04-18 16:29:04, -36,       14, (not associated) ,
46:1B:FA:DA:B6:AA, 2020-04-18 16:29:00, 2020-04-18 16:29:00, -48,        8, (not associated) ,
DA:A1:19:61:33:4B, 2020-04-18 16:27:50, 2020-04-18 16:27:50, -91,        1, (not associated) ,
DA:A1:19:A7:A7:A7, 2020-04-18 16:17:36, 2020-04-18 16:17:36, -76,        1, (not associated) ,
1E:B7:E7:4F:55:AF, 2020-04-18 16:09:46, 2020-04-18 16:17:26, -39,       46, (not associated) ,
E2:68:FB:51:DD:11, 2020-04-18 16:13:52, 2020-04-18 16:13:52, -40,       10, (not associated) ,
DA:A1:19:9B:52:9A, 2020-04-18 16:13:24, 2020-04-18 16:13:24, -81,        1, (not associated) ,
DA:A1:19:43:1D:36, 2020-04-18 16:11:17, 2020-04-18 16:11:17, -90,        1, (not associated) ,
92:8A:E5:0C:36:BD, 2020-04-18 15:09:44, 2020-04-18 16:09:13, -37,      311, (not associated) ,
DA:A1:19:F5:FA:D9, 2020-04-18 16:08:38, 2020-04-18 16:08:38, -86,        1, (not associated) ,
92:93:74:EB:1E:66, 2020-04-18 16:08:13, 2020-04-18 16:08:13, -43,        5, (not associated) ,
BE:46:D6:23:DC:84, 2020-04-18 16:03:18, 2020-04-18 16:07:48, -35,        3, (not associated) ,
DA:A1:19:9D:BA:2E, 2020-04-18 16:05:25, 2020-04-18 16:05:25, -86,        1, (not associated) ,
DA:A1:19:55:9C:47, 2020-04-18 16:05:26, 2020-04-18 16:05:26, -87,        1, (not associated) ,
FA:5D:E7:E3:DC:0D, 2020-04-18 16:01:00, 2020-04-18 16:01:03, -24,       10, (not associated) ,
36:24:36:19:96:5D, 2020-04-18 16:00:23, 2020-04-18 16:00:24, -36,        8, (not associated) ,
0A:29:EF:FC:BF:CB, 2020-04-18 15:57:50, 2020-04-18 15:57:50, -41,       10, (not associated) ,
72:06:18:BC:D3:4D, 2020-04-18 15:56:53, 2020-04-18 15:56:53, -42,        7, (not associated) ,
12:5A:BB:4B:3D:FE, 2020-04-18 15:56:13, 2020-04-18 15:56:13, -25,       10, (not associated) ,
EA:09:5A:D2:CD:4D, 2020-04-18 15:56:15, 2020-04-18 15:56:16, -48,       10, (not associated) ,
BA:E3:E2:5D:75:41, 2020-04-18 15:49:54, 2020-04-18 15:54:24, -25,        4, (not associated) ,
BE:04:4B:0F:A6:1B, 2020-04-18 15:48:50, 2020-04-18 15:48:51, -32,       10, (not associated) ,
9E:CE:E7:D9:6A:04, 2020-04-18 15:48:16, 2020-04-18 15:48:16, -43,        8, (not associated) ,
6A:48:85:0F:2A:33, 2020-04-18 15:48:02, 2020-04-18 15:48:02, -37,       10, (not associated) ,
FE:A0:70:B5:E2:00, 2020-04-18 15:47:50, 2020-04-18 15:47:50, -30,        7, (not associated) ,
5A:9A:A5:E5:29:D1, 2020-04-18 15:47:40, 2020-04-18 15:47:40, -27,        9, (not associated) ,
DA:A1:19:07:C4:14, 2020-04-18 15:46:29, 2020-04-18 15:46:29, -83,        1, (not associated) ,
DA:A1:19:73:BE:CA, 2020-04-18 15:45:26, 2020-04-18 15:45:26, -81,        2, (not associated) ,
DA:A1:19:26:53:09, 2020-04-18 15:45:04, 2020-04-18 15:45:04, -78,        1, (not associated) ,
DC:55:83:77:D2:23, 2020-04-18 15:43:41, 2020-04-18 15:43:41, -80,        4, (not associated) ,Wireless@SGx
2A:C6:B3:70:78:40, 2020-04-18 15:42:52, 2020-04-18 15:42:52, -84,        2, (not associated) ,
DA:A1:19:A6:79:98, 2020-04-18 15:41:38, 2020-04-18 15:41:38, -83,        1, (not associated) ,
02:71:1E:E2:12:72, 2020-04-18 15:40:37, 2020-04-18 15:40:37, -79,        1, (not associated) ,
DA:A1:19:B2:64:69, 2020-04-18 15:36:41, 2020-04-18 15:36:41, -80,        4, (not associated) ,
DA:A1:19:26:3E:45, 2020-04-18 15:36:02, 2020-04-18 15:36:02, -80,        1, (not associated) ,
DA:A1:19:13:B5:73, 2020-04-18 15:34:03, 2020-04-18 15:34:03, -84,        3, (not associated) ,
DA:A1:19:EC:D6:F8, 2020-04-18 15:33:15, 2020-04-18 15:33:15, -83,        1, (not associated) ,
DA:A1:19:7E:9A:9B, 2020-04-18 15:33:14, 2020-04-18 15:33:14, -87,        1, (not associated) ,
8A:71:FC:96:1E:9F, 2020-04-18 15:30:15, 2020-04-18 15:30:15, -46,       12, (not associated) ,
8E:06:95:6F:C1:4B, 2020-04-18 15:29:48, 2020-04-18 15:29:49, -39,       10, (not associated) ,
A6:48:6C:BF:F9:5A, 2020-04-18 15:05:28, 2020-04-18 15:28:12, -28,        7, (not associated) ,
DA:A1:19:E0:01:21, 2020-04-18 15:23:12, 2020-04-18 15:23:12, -75,        3, (not associated) ,
DA:A1:19:94:13:79, 2020-04-18 15:23:12, 2020-04-18 15:23:12, -82,        2, (not associated) ,
1A:29:73:1A:4F:48, 2020-04-18 15:17:49, 2020-04-18 15:17:49, -86,        1, (not associated) ,
DA:A1:19:49:53:20, 2020-04-18 15:16:51, 2020-04-18 15:16:51, -83,        1, (not associated) ,
56:3B:56:9A:CD:B6, 2020-04-18 15:16:02, 2020-04-18 15:16:02, -85,        1, (not associated) ,
FA:07:10:A1:D0:DB, 2020-04-18 15:15:14, 2020-04-18 15:15:14, -84,        1, (not associated) ,
9A:6A:11:7D:81:9E, 2020-04-18 15:15:02, 2020-04-18 15:15:02, -85,        1, (not associated) ,
EA:4F:74:5D:B8:5A, 2020-04-18 15:14:37, 2020-04-18 15:14:37, -84,        1, (not associated) ,
AA:52:DF:7D:50:C0, 2020-04-18 15:14:37, 2020-04-18 15:14:37, -86,        1, (not associated) ,
02:67:A4:1A:E4:1E, 2020-04-18 15:14:24, 2020-04-18 15:14:24, -72,        1, (not associated) ,
32:35:39:C6:68:25, 2020-04-18 15:14:24, 2020-04-18 15:14:24, -77,        2, (not associated) ,
DA:A1:19:19:9B:BD, 2020-04-18 15:11:41, 2020-04-18 15:11:41, -87,        1, (not associated) ,
C6:06:83:77:73:85, 2020-04-18 15:10:05, 2020-04-18 15:10:05, -77,        4, (not associated) ,
C6:06:83:32:3E:3E, 2020-04-18 15:09:25, 2020-04-18 15:09:25, -84,        1, (not associated) ,
DA:A1:19:DB:A4:A0, 2020-04-18 15:09:16, 2020-04-18 15:09:16, -84,        1, (not associated) ,
C6:06:83:31:25:24, 2020-04-18 15:08:53, 2020-04-18 15:08:53, -88,        1, (not associated) ,
C0:B6:58:36:92:1E, 2020-04-18 15:06:16, 2020-04-18 15:06:16, -88,        4, C8:B4:22:7C:1F:98,
CE:A5:E7:8A:B7:0B, 2020-04-18 15:02:24, 2020-04-18 15:02:24, -81,        3, (not associated) ,James
